Order_ID,Order_Date,Customer_ID,Product,category,Quantity,Price,Revenue,Profit,Payment Method,Discount
O663,09-12-2026,C653,AC,Electronics,1,40000,40000,0,Credit,0
O664,10-12-2026,C654,Chair,Furniture,4,6000,24000,18000,Cash,0
O665,11-12-2026,C655,Laptop,Electronics,1,50000,50000,0,Cash,0.15
O666,12-12-2026,C656,Bookshelf Rack,Furniture,4,15000,60000,45000,Cash,0.05
O667,13-12-2026,C657,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0
O668,14-12-2026,C658,Sofa,Furniture,3,30000,90000,60000,Cash,0.1
O669,15-12-2026,C659,Chair,Furniture,2,6000,12000,6000,Cash,0
O670,16-12-2026,C660,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O671,17-12-2026,C661,Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0
O672,18-12-2026,C662,AC,Electronics,2,40000,80000,40000,Cash,0
O673,19-12-2026,C663,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0.1
O674,20-12-2026,C664,Laptop,Electronics,1,50000,50000,0,Credit,0
O675,21-12-2026,C665,Water Purifier,Home Appliance,3,5500,16500,11000,Cash,0.05
O676,22-12-2026,C666,Sofa,Furniture,1,30000,30000,0,Credit,0
O677,23-12-2026,C667,Monitor,Electronics,5,12000,60000,48000,Credit,0.05
O678,24-12-2026,C668,Printer,Electronics,1,8000,8000,0,Cash,0
O679,25-12-2026,C669,Mobile,Electronics,2,20000,40000,20000,Cash,0.1
O680,26-12-2026,C670,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O681,27-12-2026,C671,AC,Electronics,1,40000,40000,0,Credit,0.05
O682,28-12-2026,C672,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O683,29-12-2026,C673,Chair,Furniture,4,6000,24000,18000,Cash,0
O684,30-12-2026,C674, AC,Electronics,2,40000,80000,40000,Cash,0
O685,31-12-2026,C675,Mixer Grinder,Home Appliance,5,5000,25000,20000,Cash,0.15
O686,01-01-2027,C676,Laptop,Electronics,1,50000,50000,0,Cash,0.05
O687,02-01-2027,C677,Sofa,Furniture,3,30000,90000,60000,Credit,0
O688,03-01-2027,C678,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0.1
O689,04-01-2027,C679,Mobile,Electronics,5,20000,100000,80000,Cash,0
O690,05-01-2027,C680,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.05
O691,06-01-2027,C681,AC ,Electronics,2,40000,80000,40000,Credit,0
O692,07-01-2027,C682,Mobile,Electronics,1,20000,20000,0,Cash,0
O693,08-01-2027,C683,Sofa,Furniture,3,30000,90000,60000,Cash,0.1
O694,09-01-2027,C684,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O695,10-01-2027,C685,Chair,Furniture,4,6000,24000,18000,Cash,0.05
O696,11-01-2027,C686,Mobile,Electronics,2,20000,40000,20000,Cash,0
O697,12-01-2027,C687,AC,Electronics,1,40000,40000,0,Cash,0.05
O698,13-01-2027,C688,Printer,Electronics,1,8000,8000,0,Credit,0
O699,14-01-2027,C689,Mixer Grinder,Home Appliance,3,5000,15000,10000,Cash,0.1
O700,15-01-2027,C690,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0
O701,16-01-2027,C691,Water Purifier,Home Appliance,4,5500,22000,16500,Cash,0.05
O702,17-01-2027,C692,Laptop,Electronics,1,50000,50000,0,Credit,0.1
O703,18-01-2027,C693,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0
O704,19-01-2027,C694,Mobile,Electronics,1,20000,20000,0,Cash,0
O705,20-01-2027,C695,Table,Furniture,5,25000,125000,100000,Cash,0.15
O706,21-01-2027,C696,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0.05
O707,22-01-2027,C697,Sofa,Furniture,4,30000,120000,90000,Credit,0
O708,23-01-2027,C698,Monitor,Electronics,2,12000,24000,12000,Cash,0.1
O709,24-01-2027,C699,Chair,Furniture,1,60000,60000,0,Cash,0
O710,25-01-2027,C700,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O711,26-01-2027,C701,AC,Electronics,3,40000,120000,80000,Credit,0
O712,27-01-2027,C702,Mobile,Electronics,1,20000,20000,0,Cash,0
O713,28-01-2027,C703,Printer,Electronics,1,8000,8000,0,Cash,0.1
O714,29-01-2027,C704,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O715,30-01-2027,C705,Bookshelf Rack,Furniture,2,15000,30000,15000,Cash,0.05
O716,31-01-2027,C706,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O717,01-02-2027,C707, AC,Electronics,4,40000,160000,120000,Credit,0.05
O718,02-02-2027,C708,Sofa,Furniture,1,30000,30000,0,Credit,0
O719,03-02-2027,C709,Mobile,Electronics,4,20000,80000,60000,Cash,0.1
O720,04-02-2027,C710,Ceiling Fan,Home Appliance,2,25000,50000,25000,Cash,0
O721,05-02-2027,C711,Chair,Furniture,1,60000,60000,0,Credit,0.05
O722,06-02-2027,C712,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O723,07-02-2027,C713,Water Purifier,Home Appliance,3,5500,16500,11000,Cash,0
O724,08-02-2027,C714,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0
O725,09-02-2027,C715,Sofa,Furniture,5,30000,150000,120000,Cash,0.15
O726,10-02-2027,C716,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0.05
O727,11-02-2027,C717,Printer,Electronics,2,8000,16000,8000,Cash,0
O728,12-02-2027,C718,AC ,Electronics,1,40000,40000,0,Cash,0.1
O729,13-02-2027,C719,Monitor,Electronics,1,12000,12000,0,Cash,0
O730,14-02-2027,C720,Laptop,Electronics,1,50000,50000,0,Credit,0.05
O731,15-02-2027,C721,Sofa,Furniture,4,30000,120000,90000,Cash,0
O732,16-02-2027,C722,Bookshelf Rack,Furniture,2,15000,30000,15000,Cash,0
O733,17-02-2027,C723,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.1
O734,18-02-2027,C724,Mobile,Electronics,1,20000,20000,0,Cash,0
O735,19-02-2027,C725,Laptop,Electronics,3,50000,150000,100000,Credit,0.05
O736,20-02-2027,C726,Mobile,Electronics,1,20000,20000,0,Cash,0
O737,21-02-2027,C727, Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0.05
O738,22-02-2027,C728, Printer,Electronics,1,8000,8000,0,Cash,0
O739,23-02-2027,C729,Table,Furniture,2,25000,50000,25000,Cash,0.1
O740,24-02-2027,C730,AC,Electronics,1,40000,40000,0,Credit,0
O741,25-02-2027,C731,Sofa,Furniture,5,30000,150000,120000,Credit,0.05
O742,26-02-2027,C732,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O743,27-02-2027,C733, Chair,Furniture,4,6000,24000,18000,Cash,0
O744,28-02-2027,C734,Ceiling Fan,Home Appliance,2,2500,5000,2500,Cash,0
O745,01-03-2027,C735,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.15
O746,02-03-2027,C736,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O747,03-03-2027,C737,Printer,Electronics,3,8000,24000,16000,Cash,0
O748,04-03-2027,C738,AC,Electronics,1,50000,50000,0,Cash,0.1
O749,05-03-2027,C739,Bookshelf Rack,Furniture,3,15000,45000,30000,Credit,0
O750,06-03-2027,C740,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O751,07-03-2027,C741,Mobile,Electronics,2,20000,40000,20000,Credit,0
O752,08-03-2027,C742,Monitor,Electronics,1,12000,12000,0,Cash,0
O753,09-03-2027,C743,Ceiling Fan,Home Appliance,4,25000,100000,75000,Credit,0.1
O754,10-03-2027,C744,Sofa,Furniture,1,30000,30000,0,Cash,0
O755,11-03-2027,C745,Table,Furniture,4,25000,100000,75000,Cash,0.05
O756,12-03-2027,C746,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O757,13-03-2027,C747,AC,Electronics,3,40000,120000,80000,Credit,0.05
O758,14-03-2027,C748,Chair,Furniture,2,6000,12000,6000,Cash,0
O759,15-03-2027,C749,Laptop,Electronics,1,50000,50000,0,Cash,0.1
O760,16-03-2027,C750,Bookshelf Rack,Furniture,4,15000,60000,45000,Cash,0
O761,17-03-2027,C751,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0.05
O762,18-03-2027,C752,Sofa,Furniture,1,30000,30000,0,Cash,0.1
O763,19-03-2027,C753,Chair,Furniture,1,6000,6000,0,Cash,0
O764,20-03-2027,C754,Mixer Grinder,Home Appliance,3,5000,15000,10000,Cash,0
O765,21-03-2027,C755,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.15
O766,22-03-2027,C756,AC,Electronics,5,40000,200000,160000,Cash,0.05
O767,23-03-2027,C757,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0
O768,24-03-2027,C758,Laptop,Electronics,2,50000,100000,50000,Credit,0.1
O769,25-03-2027,C759,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0
O770,26-03-2027,C760,Sofa,Furniture,1,30000,30000,0,Credit,0.05
O771,27-03-2027,C761,Monitor,Electronics,1,12000,12000,0,Credit,0
O772,28-03-2027,C762,Printer,Electronics,4,8000,32000,24000,Cash,0
O773,29-03-2027,C763,Mobile,Electronics,2,20000,40000,20000,Cash,0.1
O774,30-03-2027,C764,Electric Kettle,Home Appliance,5,1800,9000,7200,Cash,0
O775,31-03-2027,C765,AC,Electronics,1,40000,40000,0,Credit,0.05
O776,01-04-2027,C766,Monitor,Electronics,3,12000,36000,24000,Cash,0
O777,02-04-2027,C767,Chair,Furniture,1,6000,6000,0,Cash,0.05
O778,03-04-2027,C768, AC,Electronics,5,40000,200000,160000,Cash,0
O779,04-04-2027,C769,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.1
O780,05-04-2027,C770,Laptop,Electronics,2,50000,100000,50000,Cash,0
O781,06-04-2027,C771,Sofa,Furniture,1,30000,30000,0,Credit,0.05
O782,07-04-2027,C772,Bookshelf Rack,Furniture,3,15000,45000,30000,Cash,0.1
O783,08-04-2027,C773,Mobile,Electronics,1,20000,20000,0,Cash,0
O784,09-04-2027,C774,Electric Kettle,Home Appliance,4,1800,7200,5400,Cash,0
O785,10-04-2027,C775,AC ,Electronics,2,40000,80000,40000,Credit,0.15
O786,11-04-2027,C776,Mobile,Electronics,1,20000,20000,0,Cash,0.05
O787,12-04-2027,C777,Sofa,Furniture,1,30000,30000,0,Cash,0
O788,13-04-2027,C778,Mixer Grinder,Home Appliance,3,5000,15000,10000,Cash,0.1
O789,14-04-2027,C779,Chair,Furniture,1,6000,6000,0,Cash,0
O790,15-04-2027,C780,Mobile,Electronics,4,20000,80000,60000,Cash,0.05
O791,16-04-2027,C781,AC,Electronics,1,40000,40000,0,Cash,0
O792,17-04-2027,C782,Printer,Electronics,2,8000,16000,8000,Credit,0
O793,18-04-2027,C783,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.1
O794,19-04-2027,C784,Bookshelf Rack,Furniture,5,15000,75000,60000,Cash,0
O795,20-04-2027,C785,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O796,21-04-2027,C786,Laptop,Electronics,4,50000,200000,150000,Credit,0
O797,22-04-2027,C787,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0.05
O798,23-04-2027,C788,Mobile,Electronics,1,20000,20000,0,Cash,0
O799,24-04-2027,C789,Table,Furniture,1,25000,25000,0,Cash,0.1
O800,25-04-2027,C790,Ceiling Fan,Home Appliance,3,25000,75000,50000,Cash,0
O801,26-04-2027,C791,Sofa,Furniture,1,30000,30000,0,Credit,0.05
O802,27-04-2027,C792,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O803,28-04-2027,C793,Chair,Furniture,1,60000,60000,0,Cash,0
O804,29-04-2027,C794,Water Purifier,Home Appliance,2,5500,11000,5500,Cash,0
O805,30-04-2027,C795,AC,Electronics,1,40000,40000,0,Credit,0.15
O806,01-05-2027,C796,Mobile,Electronics,4,20000,80000,60000,Cash,0.05
O807,02-05-2027,C797,Printer,Electronics,1,8000,8000,0,Cash,0
O808,03-05-2027,C798,Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0.1
O809,04-05-2027,C799,Bookshelf Rack,Furniture,2,15000,30000,15000,Cash,0
O810,05-05-2027,C800,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.05
O811,06-05-2027,C801, AC,Electronics,1,40000,40000,0,Credit,0
O812,07-05-2027,C802,Sofa,Furniture,4,30000,120000,90000,Credit,0
O813,08-05-2027,C803,Mobile,Electronics,2,20000,40000,20000,Cash,0.1
O814,09-05-2027,C804,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0
O815,10-05-2027,C805,Chair,Furniture,1,60000,60000,0,Credit,0.05
O816,11-05-2027,C806,Monitor,Electronics,3,12000,36000,24000,Cash,0
O817,12-05-2027,C807,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O818,13-05-2027,C808,Bookshelf Rack,Furniture,4,15000,60000,45000,Cash,0
O819,14-05-2027,C809,Sofa,Furniture,1,30000,30000,0,Cash,0.1
O820,15-05-2027,C810,Ceiling Fan,Home Appliance,2,25000,50000,25000,Cash,0
O821,16-05-2027,C811,Printer,Electronics,1,8000,8000,0,Cash,0.15
O822,17-05-2027,C812,AC ,Electronics,5,40000,200000,160000,Cash,0.05
O823,18-05-2027,C813,Laptop,Electronics,1,50000,50000,0,Cash,0.05
O824,19-05-2027,C814,Mobile,Electronics,4,20000,80000,60000,Credit,0.1
O825,20-05-2027,C815, Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O826,21-05-2027,C816, Printer,Electronics,1,8000,8000,0,Cash,0
O827,22-05-2027,C817,Table,Furniture,1,25000,25000,0,Cash,0.15
O828,23-05-2027,C818,AC,Electronics,3,40000,120000,80000,Cash,0.05
O829,24-05-2027,C819,Sofa,Furniture,1,30000,30000,0,Credit,0
O830,25-05-2027,C820,Monitor,Electronics,3,12000,36000,24000,Cash,0.1
O831,26-05-2027,C821, Chair,Furniture,1,6000,6000,0,Cash,0
O832,27-05-2027,C822,Ceiling Fan,Home Appliance,2,2500,5000,2500,Cash,0.05
O833,28-05-2027,C823,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O834,29-05-2027,C824,Mixer Grinder,Home Appliance,4,5000,20000,15000,Credit,0
O835,30-05-2027,C825,Printer,Electronics,1,8000,8000,0,Credit,0.1
O836,31-05-2027,C826,AC,Electronics,4,50000,200000,150000,Cash,0
O837,01-06-2027,C827,Bookshelf Rack,Furniture,2,15000,30000,15000,Cash,0.05
O838,02-06-2027,C828,Water Purifier,Home Appliance,3,5500,16500,11000,Cash,0
O839,03-06-2027,C829,Mobile,Electronics,2,20000,40000,20000,Cash,0.05
O840,04-06-2027,C830,Monitor,Electronics,1,12000,12000,0,Cash,0
O841,05-06-2027,C831,Ceiling Fan,Home Appliance,4,25000,100000,75000,Cash,0.1
O842,06-06-2027,C832,Sofa,Furniture,2,30000,60000,30000,Cash,0
O843,07-06-2027,C833,Table,Furniture,1,25000,25000,0,Credit,0.05
O844,08-06-2027,C834,AC,Electronics,1,50000,50000,0,Cash,0.1
O845,09-06-2027,C835,Laptop,Electronics,3,50000,150000,100000,Cash,0.15
O846,10-06-2027,C836,Mobile,Electronics,1,20000,20000,0,Credit,0.05
O847,11-06-2027,C837, Mixer Grinder,Home Appliance,5,5000,25000,20000,Credit,0
O848,12-06-2027,C838, Printer,Electronics,1,8000,8000,0,Cash,0.1
O849,13-06-2027,C839,Table,Furniture,2,25000,50000,25000,Cash,0
O850,14-06-2027,C840,AC,Electronics,1,40000,40000,0,Cash,0.05
O851,15-06-2027,C841,Sofa,Furniture,1,30000,30000,0,Credit,0
O852,16-06-2027,C842,Monitor,Electronics,1,12000,12000,0,Cash,0
O853,17-06-2027,C843, Chair,Furniture,4,6000,24000,18000,Cash,0.1
O854,18-06-2027,C844,Ceiling Fan,Home Appliance,2,2500,5000,2500,Cash,0
O855,19-06-2027,C845,Electric Kettle,Home Appliance,5,1800,9000,7200,Cash,0.05
O856,20-06-2027,C846,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O857,21-06-2027,C847,Printer,Electronics,3,8000,24000,16000,Credit,0.05
O858,22-06-2027,C848,AC,Electronics,1,50000,50000,0,Cash,0
O859,23-06-2027,C849,Bookshelf Rack,Furniture,5,15000,75000,60000,Cash,0.1
O860,24-06-2027,C850,Laptop,Electronics,1,50000,50000,0,Cash,0.05
O861,25-06-2027,C851,Mobile,Electronics,2,20000,40000,20000,Credit,0.1
O862,26-06-2027,C852, Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O863,27-06-2027,C853, Printer,Electronics,3,8000,24000,16000,Cash,0
O864,28-06-2027,C854,Table,Furniture,1,25000,25000,0,Cash,0.15
O865,29-06-2027,C855,AC,Electronics,4,40000,160000,120000,Cash,0.05
O866,30-06-2027,C856,Sofa,Furniture,2,30000,60000,30000,Cash,0
O867,01-07-2027,C857,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O868,02-07-2027,C858, Chair,Furniture,1,6000,6000,0,Credit,0
O869,03-07-2027,C859,Ceiling Fan,Home Appliance,3,2500,7500,5000,Cash,0.05
O870,04-07-2027,C860,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O871,05-07-2027,C861,Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0
O872,06-07-2027,C862,Printer,Electronics,1,8000,8000,0,Credit,0.1
O873,07-07-2027,C863,AC,Electronics,2,50000,100000,50000,Cash,0
O874,08-07-2027,C864,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0.05
O875,09-07-2027,C865,Water Purifier,Home Appliance,5,5500,27500,22000,Cash,0
O876,10-07-2027,C866,Mobile,Electronics,1,20000,20000,0,Cash,0.05
O877,11-07-2027,C867,Monitor,Electronics,4,12000,48000,36000,Credit,0
O878,12-07-2027,C868,Ceiling Fan,Home Appliance,2,25000,50000,25000,Cash,0.1
O879,13-07-2027,C869,Sofa,Furniture,1,30000,30000,0,Cash,0
O880,14-07-2027,C870,Table,Furniture,1,25000,25000,0,Cash,0.05
O881,15-07-2027,C871,Mixer Grinder,Home Appliance,3,5000,15000,10000,Credit,0.1
O882,16-07-2027,C872,AC,Electronics,1,40000,40000,0,Cash,0
O883,17-07-2027,C873,Chair,Furniture,1,6000,6000,0,Cash,0
O884,18-07-2027,C874,Laptop,Electronics,1,50000,50000,0,Cash,0.15
O885,19-07-2027,C875,Bookshelf Rack,Furniture,2,15000,30000,15000,Cash,0.05
O886,20-07-2027,C876,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O887,21-07-2027,C877,Sofa,Furniture,4,30000,120000,90000,Credit,0.1
O888,22-07-2027,C878,Chair,Furniture,1,6000,6000,0,Credit,0
O889,23-07-2027,C879,Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0.05
O890,24-07-2027,C880,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O891,25-07-2027,C881,AC,Electronics,1,40000,40000,0,Cash,0
O892,26-07-2027,C882,Ceiling Fan,Home Appliance,1,25000,25000,0,Credit,0.1
O893,27-07-2027,C883,Laptop,Electronics,3,50000,150000,100000,Credit,0
O894,28-07-2027,C884,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O895,29-07-2027,C885,Sofa,Furniture,5,30000,150000,120000,Cash,0
O896,30-07-2027,C886,Monitor,Electronics,1,12000,12000,0,Cash,0.05
O897,31-07-2027,C887,Printer,Electronics,2,8000,16000,8000,Credit,0
O898,01-08-2027,C888,Mobile,Electronics,1,20000,20000,0,Cash,0.1
O899,02-08-2027,C889,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O900,03-08-2027,C890,AC,Electronics,1,40000,40000,0,Cash,0.05
O901,04-08-2027,C891,Monitor,Electronics,4,12000,48000,36000,Cash,0.1
O902,05-08-2027,C892,Chair,Furniture,2,6000,12000,6000,Cash,0
O903,06-08-2027,C893, AC,Electronics,1,40000,40000,0,Credit,0
O904,07-08-2027,C894,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.15
O905,08-08-2027,C895,Laptop,Electronics,3,50000,150000,100000,Cash,0.05
O906,09-08-2027,C896,Sofa,Furniture,1,30000,30000,0,Cash,0
O907,10-08-2027,C897,Bookshelf Rack,Furniture,4,15000,60000,45000,Credit,0.1
O908,11-08-2027,C898,Mobile,Electronics,1,20000,20000,0,Cash,0
O909,12-08-2027,C899,Electric Kettle,Home Appliance,2,1800,3600,1800,Cash,0.05
O910,13-08-2027,C900,AC ,Electronics,1,40000,40000,0,Cash,0
O911,14-08-2027,C901,Mobile,Electronics,5,20000,100000,80000,Cash,0
O912,15-08-2027,C902,Sofa,Furniture,1,30000,30000,0,Cash,0.1
O913,16-08-2027,C903,Mixer Grinder,Home Appliance,4,5000,20000,15000,Cash,0
O914,17-08-2027,C904,Chair,Furniture,2,6000,12000,6000,Credit,0.05
O915,18-08-2027,C905,Mobile,Electronics,1,20000,20000,0,Cash,0
O916,19-08-2027,C906,AC,Electronics,1,40000,40000,0,Cash,0.05
O917,20-08-2027,C907,Printer,Electronics,3,8000,24000,16000,Cash,0
O918,21-08-2027,C908,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0.1
O919,22-08-2027,C909,Bookshelf Rack,Furniture,3,15000,45000,30000,Cash,0
O920,23-08-2027,C910,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O921,24-08-2027,C911,Laptop,Electronics,2,50000,100000,50000,Cash,0.1
O922,25-08-2027,C912,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O923,26-08-2027,C913,Mobile,Electronics,4,20000,80000,60000,Credit,0
O924,27-08-2027,C914,Table,Furniture,1,25000,25000,0,Cash,0.15
O925,28-08-2027,C915,Ceiling Fan,Home Appliance,4,25000,100000,75000,Cash,0.05
O926,29-08-2027,C916,Sofa,Furniture,2,30000,60000,30000,Cash,0
O927,30-08-2027,C917,Monitor,Electronics,3,12000,36000,24000,Credit,0.1
O928,31-08-2027,C918,Chair,Furniture,2,60000,120000,60000,Cash,0
O929,01-09-2027,C919,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O930,02-09-2027,C920,AC,Electronics,4,40000,160000,120000,Cash,0
O931,03-09-2027,C921,Mobile,Electronics,2,20000,40000,20000,Cash,0
O932,04-09-2027,C922,Printer,Electronics,1,8000,8000,0,Cash,0.1
O933,05-09-2027,C923,Mixer Grinder,Home Appliance,1,5000,5000,0,Credit,0
O934,06-09-2027,C924,Bookshelf Rack,Furniture,3,15000,45000,30000,Credit,0.05
O935,07-09-2027,C925,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0
O936,08-09-2027,C926, AC,Electronics,5,40000,200000,160000,Cash,0.05
O937,09-09-2027,C927,Sofa,Furniture,1,30000,30000,0,Cash,0
O938,10-09-2027,C928,Mobile,Electronics,2,20000,40000,20000,Credit,0.1
O939,11-09-2027,C929,Ceiling Fan,Home Appliance,1,25000,25000,0,Credit,0
O940,12-09-2027,C930,Chair,Furniture,1,60000,60000,0,Cash,0.05
O941,13-09-2027,C931,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O942,14-09-2027,C932,Water Purifier,Home Appliance,4,5500,22000,16500,Cash,0
O943,15-09-2027,C933,Bookshelf Rack,Furniture,2,15000,30000,15000,Credit,0
O944,16-09-2027,C934,Sofa,Furniture,5,30000,150000,120000,Cash,0.15
O945,17-09-2027,C935,Ceiling Fan,Home Appliance,1,25000,25000,0,Cash,0.05
O946,18-09-2027,C936,Printer,Electronics,3,8000,24000,16000,Cash,0
O947,19-09-2027,C937,AC ,Electronics,1,40000,40000,0,Cash,0.1
O948,20-09-2027,C938,Monitor,Electronics,5,12000,60000,48000,Cash,0
O949,21-09-2027,C939,Laptop,Electronics,1,50000,50000,0,Credit,0.05
O950,22-09-2027,C940,Sofa,Furniture,2,30000,60000,30000,Cash,0
O951,23-09-2027,C941,Bookshelf Rack,Furniture,1,15000,15000,0,Cash,0
O952,24-09-2027,C942,Electric Kettle,Home Appliance,3,1800,5400,3600,Cash,0.1
O953,25-09-2027,C943,Mobile,Electronics,1,20000,20000,0,Credit,0
O954,26-09-2027,C944,Laptop,Electronics,4,50000,200000,150000,Cash,0.05
O955,27-09-2027,C945,Mobile,Electronics,2,20000,40000,20000,Cash,0
O956,28-09-2027,C946, Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O957,29-09-2027,C947, Printer,Electronics,1,8000,8000,0,Cash,0
O958,30-09-2027,C948,Table,Furniture,3,25000,75000,50000,Cash,0.1
O959,01-10-2027,C949,AC,Electronics,1,40000,40000,0,Cash,0
O960,02-10-2027,C950,Sofa,Furniture,4,30000,120000,90000,Credit,0.05
O961,03-10-2027,C951,Monitor,Electronics,1,12000,12000,0,Cash,0.1
O962,04-10-2027,C952, Chair,Furniture,2,6000,12000,6000,Cash,0
O963,05-10-2027,C953,Ceiling Fan,Home Appliance,1,2500,2500,0,Cash,0
O964,06-10-2027,C954,Electric Kettle,Home Appliance,5,1800,9000,7200,Credit,0.15
O965,07-10-2027,C955,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.05
O966,08-10-2027,C956,Printer,Electronics,4,8000,32000,24000,Cash,0
O967,09-10-2027,C957,AC,Electronics,2,50000,100000,50000,Credit,0.1
O968,10-10-2027,C958,Bookshelf Rack,Furniture,1,15000,15000,0,Credit,0
O969,11-10-2027,C959,Water Purifier,Home Appliance,1,5500,5500,0,Cash,0.05
O970,12-10-2027,C960,Mobile,Electronics,3,20000,60000,40000,Cash,0
O971,13-10-2027,C961,Monitor,Electronics,1,12000,12000,0,Cash,0
O972,14-10-2027,C962,Ceiling Fan,Home Appliance,1,25000,25000,0,Credit,0.1
O973,15-10-2027,C963,Sofa,Furniture,1,30000,30000,0,Cash,0
O974,16-10-2027,C964,Table,Furniture,2,25000,50000,25000,Cash,0.05
O975,17-10-2027,C965,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0
O976,18-10-2027,C966,AC,Electronics,4,40000,160000,120000,Cash,0.05
O977,19-10-2027,C967,Chair,Furniture,1,6000,6000,0,Cash,0
O978,20-10-2027,C968,Laptop,Electronics,4,50000,200000,150000,Credit,0.1
O979,21-10-2027,C969,Bookshelf Rack,Furniture,2,15000,30000,15000,Cash,0
O980,22-10-2027,C970,Electric Kettle,Home Appliance,1,1800,1800,0,Cash,0.05
O981,23-10-2027,C971,Sofa,Furniture,1,30000,30000,0,Cash,0.1
O982,24-10-2027,C972,Chair,Furniture,4,6000,24000,18000,Credit,0
O983,25-10-2027,C973,Mixer Grinder,Home Appliance,2,5000,10000,5000,Cash,0
O984,26-10-2027,C974,Mixer Grinder,Home Appliance,1,5000,5000,0,Cash,0.15
O985,27-10-2027,C975,AC,Electronics,1,40000,40000,0,Cash,0.05
O986,28-10-2027,C976,Ceiling Fan,Home Appliance,3,25000,75000,50000,Cash,0
O987,29-10-2027,C977,Laptop,Electronics,1,50000,50000,0,Cash,0.1
O988,30-10-2027,C978,Water Purifier,Home Appliance,4,5500,22000,16500,Cash,0
O989,31-10-2027,C979,Sofa,Furniture,1,30000,30000,0,Credit,0.05
O990,01-11-2027,C980,Monitor,Electronics,2,12000,24000,12000,Cash,0
O991,02-11-2027,C981,Printer,Electronics,1,8000,8000,0,Cash,0
O992,03-11-2027,C982,Mobile,Electronics,5,20000,100000,80000,Cash,0.1
O993,04-11-2027,C983,Electric Kettle,Home Appliance,1,1800,1800,0,Credit,0
O994,05-11-2027,C984,AC,Electronics,4,40000,160000,120000,Cash,0.05
