Order_id,Product Name,Category,Region,Quantity,Sales,Profit,Order Date,,
O1712,Printer,Office,East,7,5957,1433.85,13-07-2023,,
O1713,Headphones,Accessories,East,3,1989,299.79,14-07-2023,,
O1714,Mouse,Accessories,South,1,1138,243.36,14-07-2023,,
O1715,Tablet,Electronics,West,9,3321,689.64,14-07-2023,,
O1716,Camera,Electronics,South,4,4480,592.82,14-07-2023,,
O1717,Smartwatch,Electronics,East,3,1533,440.88,14-07-2023,,
O1718,Mouse,Accessories,East,1,109,10.35,14-07-2023,,
O1719,Smartphone,Electronics,South,4,2380,594.86,15-07-2023,,
O1720,Printer,Office,South,8,2592,432.37,15-07-2023,,
O1721,Laptop,Electronics,East,6,5112,1289.47,15-07-2023,,
O1722,Smartwatch,Electronics,North,8,9392,1753.08,15-07-2023,,
O1723,Laptop,Electronics,West,2,2386,381.83,15-07-2023,,
O1724,Smartwatch,Electronics,South,5,465,71.23,15-07-2023,,
O1725,Smartphone,Electronics,West,2,604,102.52,15-07-2023,,
O1726,Smartwatch,Electronics,East,2,2216,650.27,15-07-2023,,
O1727,Mouse,Accessories,East,4,1168,220.22,15-07-2023,,
O1728,Monitor,Accessories,South,7,4088,230.43,16-07-2023,,
O1729,Keyboard,Accessories,West,7,2597,152.09,16-07-2023,,
O1730,Smartwatch,Electronics,West,3,2151,322.03,16-07-2023,,
O1731,Laptop,Electronics,East,6,462,71.22,16-07-2023,,
O1732,Mouse,Accessories,North,7,5957,1077.86,17-07-2023,,
O1733,Smartphone,Electronics,West,6,6978,2028.63,17-07-2023,,
O1734,Headphones,Accessories,South,1,282,72.5,17-07-2023,,
O1735,Camera,Electronics,East,1,157,27.65,18-07-2023,,
O1736,Monitor,Accessories,North,8,3304,404.33,18-07-2023,,
O1737,Headphones,Accessories,North,3,3051,201.26,18-07-2023,,
O1738,Mouse,Accessories,East,9,8082,1783.55,18-07-2023,,
O1739,Laptop,Electronics,West,3,510,110.38,19-07-2023,,
O1740,Tablet,Electronics,East,8,3976,1170.36,19-07-2023,,
O1741,Smartphone,Electronics,East,9,828,59.99,19-07-2023,,
O1742,Headphones,Accessories,West,7,2457,388.11,19-07-2023,,
O1743,Camera,Electronics,North,4,3924,298.07,20-07-2023,,
O1744,Headphones,Accessories,West,2,2018,227.75,20-07-2023,,
O1745,Monitor,Accessories,West,3,2043,479.9,20-07-2023,,
O1746,Printer,Office,West,5,1035,187.12,20-07-2023,,
O1747,Smartwatch,Electronics,North,6,2724,675.53,20-07-2023,,
O1748,Camera,Electronics,East,1,1120,127.32,20-07-2023,,
O1749,Monitor,Accessories,North,6,3438,631.95,21-07-2023,,
O1750,Smartwatch,Electronics,West,5,3170,379.27,21-07-2023,,
O1751,Smartwatch,Electronics,East,4,660,83.96,22-07-2023,,
O1752,Tablet,Electronics,East,7,4669,1088.15,22-07-2023,,
O1753,Smartwatch,Electronics,West,5,1045,89,23-07-2023,,
O1754,Keyboard,Accessories,North,4,2724,229.47,23-07-2023,,
O1755,Headphones,Accessories,West,8,5312,1583,23-07-2023,,
O1756,Tablet,Electronics,West,4,4252,445.18,23-07-2023,,
O1757,Printer,Office,East,7,8057,1652.27,23-07-2023,,
O1758,Keyboard,Accessories,South,7,2023,274.25,24-07-2023,,
O1759,Monitor,Accessories,South,8,9416,2125.54,24-07-2023,,
O1760,Monitor,Accessories,East,8,7560,494.34,24-07-2023,,
O1761,Monitor,Accessories,West,2,828,50.07,25-07-2023,,
O1762,Mouse,Accessories,West,1,527,27.45,26-07-2023,,
O1763,Keyboard,Accessories,North,2,1160,206.49,26-07-2023,,
O1764,Mouse,Accessories,West,5,5430,310.86,27-07-2023,,
O1765,Tablet,Electronics,South,7,6874,454.53,27-07-2023,,
O1766,Printer,Office,East,8,8952,1825.37,27-07-2023,,
O1767,Mouse,Accessories,East,8,416,67.81,27-07-2023,,
O1768,Smartphone,Electronics,South,3,1680,140.27,27-07-2023,,
O1769,Mouse,Accessories,South,7,4340,383.9,28-07-2023,,
O1770,Laptop,Electronics,West,9,7650,2130.82,28-07-2023,,
O1771,Smartwatch,Electronics,West,8,6328,412.76,28-07-2023,,
O1772,Keyboard,Accessories,West,2,1312,344,29-07-2023,,
O1773,Camera,Electronics,East,9,8055,2300.17,29-07-2023,,
O1774,Camera,Electronics,South,2,840,153.61,29-07-2023,,
O1775,Tablet,Electronics,South,9,9423,2794.89,29-07-2023,,
O1776,Monitor,Accessories,North,8,6520,1113.12,30-07-2023,,
O1777,Laptop,Electronics,North,3,1950,116.12,30-07-2023,,
O1778,Camera,Electronics,South,6,5928,1177.2,30-07-2023,,
O1779,Camera,Electronics,South,7,4809,1418.72,30-07-2023,,
O1780,Smartphone,Electronics,West,4,356,23.4,31-07-2023,,
O1781,Laptop,Electronics,South,2,570,94.39,31-07-2023,,
O1782,Monitor,Accessories,East,7,7791,907.96,31-07-2023,,
O1783,Smartwatch,Electronics,East,4,4168,494.48,01-08-2023,,
O1784,Tablet,Electronics,North,2,684,183.85,01-08-2023,,
O1785,Smartphone,Electronics,East,7,3857,447.99,01-08-2023,,
O1786,Camera,Electronics,North,5,3250,699.99,02-08-2023,,
O1787,Printer,Office,North,6,1194,79.62,02-08-2023,,
O1788,Laptop,Electronics,West,6,3486,320.91,02-08-2023,,
O1789,Monitor,Accessories,West,7,1554,370.97,02-08-2023,,
O1790,Smartwatch,Electronics,North,3,2601,463.36,02-08-2023,,
O1791,Headphones,Accessories,West,4,3616,745.75,03-08-2023,,
O1792,Mouse,Accessories,West,5,3350,986.33,03-08-2023,,
O1793,Smartwatch,Electronics,South,5,2545,588.47,04-08-2023,,
O1794,Monitor,Accessories,East,1,545,68.28,04-08-2023,,
O1795,Mouse,Accessories,North,7,1470,178.85,04-08-2023,,
O1796,Camera,Electronics,South,3,3126,870.95,05-08-2023,,
O1797,Laptop,Electronics,West,3,1368,302.29,05-08-2023,,
O1798,Headphones,Accessories,East,9,7083,1353.39,05-08-2023,,
O1799,Printer,Office,East,2,1994,453.74,05-08-2023,,
O1800,Camera,Electronics,North,4,4716,1084.16,05-08-2023,,
O1801,Monitor,Accessories,South,1,975,125.85,06-08-2023,,
O1802,Smartphone,Electronics,West,9,9891,1774.03,06-08-2023,,
O1803,Smartwatch,Electronics,South,2,626,159.49,06-08-2023,,
O1804,Monitor,Accessories,East,8,5632,1620.04,06-08-2023,,
O1805,Printer,Office,West,3,2568,734.6,07-08-2023,,
O1806,Tablet,Electronics,East,7,5285,629.07,07-08-2023,,
O1807,Camera,Electronics,East,2,516,122.77,08-08-2023,,
O1808,Monitor,Accessories,East,3,2139,503.08,08-08-2023,,
O1809,Laptop,Electronics,East,9,8136,1923.89,08-08-2023,,
O1810,Laptop,Electronics,West,5,2130,318.99,09-08-2023,,
O1811,Headphones,Accessories,South,5,3445,202.15,09-08-2023,,
O1812,Tablet,Electronics,East,8,5376,429.84,09-08-2023,,
O1813,Printer,Office,West,6,3006,730.14,09-08-2023,,
O1814,Headphones,Accessories,North,7,3941,1113.85,09-08-2023,,
O1815,Monitor,Accessories,North,5,3350,389.95,10-08-2023,,
O1816,Printer,Office,South,3,2019,265.44,10-08-2023,,
O1817,Headphones,Accessories,North,8,2416,403.38,10-08-2023,,
O1818,Monitor,Accessories,West,8,6160,684.71,11-08-2023,,
O1819,Printer,Office,East,4,2796,682.65,11-08-2023,,
O1820,Smartwatch,Electronics,South,7,7700,1573.41,11-08-2023,,
O1821,Smartwatch,Electronics,West,5,2095,193.93,11-08-2023,,
O1822,Camera,Electronics,North,5,5990,1548.62,11-08-2023,,
O1823,Smartwatch,Electronics,North,2,1206,307.02,11-08-2023,,
O1824,Smartwatch,Electronics,South,5,1330,285.78,11-08-2023,,
O1825,Camera,Electronics,West,6,2706,766.68,11-08-2023,,
O1826,Laptop,Electronics,East,3,426,50.8,12-08-2023,,
O1827,Tablet,Electronics,West,1,414,50.26,12-08-2023,,
O1828,Laptop,Electronics,East,5,5465,546.33,12-08-2023,,
O1829,Tablet,Electronics,South,3,726,71.06,12-08-2023,,
O1830,Smartwatch,Electronics,East,1,1001,225.75,12-08-2023,,
O1831,Mouse,Accessories,West,9,7362,1866.65,12-08-2023,,
O1832,Keyboard,Accessories,East,4,2284,576.59,12-08-2023,,
O1833,Tablet,Electronics,East,4,2940,566.36,12-08-2023,,
O1834,Printer,Office,South,4,3068,868.89,12-08-2023,,
O1835,Smartphone,Electronics,North,3,3477,862.21,12-08-2023,,
O1836,Smartwatch,Electronics,West,9,4014,204.48,12-08-2023,,
O1837,Monitor,Accessories,North,8,7200,804.53,13-08-2023,,
O1838,Smartwatch,Electronics,West,3,735,134.53,13-08-2023,,
O1839,Monitor,Accessories,East,3,2964,446.54,13-08-2023,,
O1840,Camera,Electronics,West,9,3699,276.07,13-08-2023,,
O1841,Printer,Office,West,3,1563,221.62,13-08-2023,,
O1842,Mouse,Accessories,South,2,124,32.27,13-08-2023,,
O1843,Mouse,Accessories,North,2,416,71.68,13-08-2023,,
O1844,Camera,Electronics,South,8,2624,294.24,14-08-2023,,
O1845,Headphones,Accessories,East,4,1636,134.85,14-08-2023,,
O1846,Headphones,Accessories,East,8,8200,1978.93,15-08-2023,,
O1847,Mouse,Accessories,East,5,5615,715.58,15-08-2023,,
O1848,Printer,Office,East,5,3085,413.52,16-08-2023,,
O1849,Keyboard,Accessories,South,6,3198,913.76,16-08-2023,,
O1850,Camera,Electronics,West,4,1848,374.66,16-08-2023,,
O1851,Smartwatch,Electronics,North,4,652,116.06,16-08-2023,,
O1852,Mouse,Accessories,South,6,2940,609.99,16-08-2023,,
O1853,Headphones,Accessories,East,4,3912,454.89,17-08-2023,,
O1854,Tablet,Electronics,South,8,9392,891.07,17-08-2023,,
O1855,Monitor,Accessories,West,1,312,43.01,17-08-2023,,
O1856,Laptop,Electronics,East,9,7731,1459.74,18-08-2023,,
O1857,Tablet,Electronics,West,1,1081,229.32,18-08-2023,,
O1858,Smartphone,Electronics,West,6,1926,393.01,18-08-2023,,
O1859,Monitor,Accessories,East,3,936,88.51,18-08-2023,,
O1860,Laptop,Electronics,South,9,8550,1970.98,19-08-2023,,
O1861,Monitor,Accessories,North,4,2468,457.51,19-08-2023,,
O1862,Tablet,Electronics,West,3,801,90.34,19-08-2023,,
O1863,Laptop,Electronics,East,9,2655,701.11,19-08-2023,,
O1864,Smartwatch,Electronics,West,8,3928,700.38,19-08-2023,,
O1865,Monitor,Accessories,East,8,6488,1438.34,19-08-2023,,
O1866,Headphones,Accessories,West,9,7695,1749.26,20-08-2023,,
O1867,Headphones,Accessories,West,2,1856,468.19,20-08-2023,,
O1868,Smartwatch,Electronics,North,7,1519,403.63,20-08-2023,,
O1869,Tablet,Electronics,West,3,3549,996.05,20-08-2023,,
O1870,Laptop,Electronics,East,3,1656,378.84,20-08-2023,,
O1871,Keyboard,Accessories,North,7,812,175.55,20-08-2023,,
O1872,Mouse,Accessories,North,5,3730,864.41,21-08-2023,,
O1873,Monitor,Accessories,South,1,1161,210.87,21-08-2023,,
O1874,Headphones,Accessories,North,3,2256,282.52,21-08-2023,,
O1875,Monitor,Accessories,East,1,359,78.17,22-08-2023,,
O1876,Headphones,Accessories,East,2,130,11.1,22-08-2023,,
O1877,Mouse,Accessories,South,8,4248,831.54,22-08-2023,,
O1878,Camera,Electronics,South,5,1825,221.47,22-08-2023,,
O1879,Keyboard,Accessories,East,2,876,224.01,23-08-2023,,
O1880,Camera,Electronics,North,9,9180,2752.84,23-08-2023,,
O1881,Monitor,Accessories,West,5,1765,160.89,23-08-2023,,
O1882,Monitor,Accessories,South,2,1504,164.51,23-08-2023,,
O1883,Keyboard,Accessories,South,9,1881,430.78,24-08-2023,,
O1884,Keyboard,Accessories,East,9,7425,1533.72,24-08-2023,,
O1885,Tablet,Electronics,East,9,720,192.83,24-08-2023,,
O1886,Smartphone,Electronics,West,5,2985,698.22,24-08-2023,,
O1887,Laptop,Electronics,North,9,711,200.11,26-08-2023,,
O1888,Printer,Office,South,6,6276,1396.25,27-08-2023,,
O1889,Mouse,Accessories,East,7,7966,955.8,27-08-2023,,
O1890,Headphones,Accessories,East,8,4200,854.89,27-08-2023,,
O1891,Laptop,Electronics,East,7,455,80,28-08-2023,,
O1892,Keyboard,Accessories,South,8,5040,465.36,29-08-2023,,
O1893,Mouse,Accessories,East,1,856,87.69,29-08-2023,,
O1894,Monitor,Accessories,West,5,5230,385.77,29-08-2023,,
O1895,Laptop,Electronics,South,5,4635,769.03,29-08-2023,,
O1896,Laptop,Electronics,East,6,5508,360.28,30-08-2023,,
O1897,Smartphone,Electronics,North,1,258,27.01,30-08-2023,,
O1898,Smartphone,Electronics,East,1,677,88.41,30-08-2023,,
O1899,Monitor,Accessories,West,5,4545,755.05,30-08-2023,,
O1900,Smartphone,Electronics,South,5,4370,1255.36,31-08-2023,,
O1901,Keyboard,Accessories,East,3,372,57.51,31-08-2023,,
O1902,Camera,Electronics,West,9,3177,629.96,01-09-2023,,
O1903,Printer,Office,South,7,1659,127.48,01-09-2023,,
O1904,Tablet,Electronics,South,3,3360,759.31,03-09-2023,,
O1905,Smartphone,Electronics,West,2,1132,290.56,03-09-2023,,
O1906,Smartwatch,Electronics,East,5,1815,468.62,03-09-2023,,
O1907,Mouse,Accessories,North,1,459,125.19,04-09-2023,,
O1908,Smartphone,Electronics,West,1,1128,73.74,04-09-2023,,
O1909,Monitor,Accessories,East,6,1170,104.63,04-09-2023,,
O1910,Smartwatch,Electronics,North,5,4420,380.69,04-09-2023,,
O1911,Smartphone,Electronics,West,6,456,69.15,04-09-2023,,
O1912,Tablet,Electronics,North,2,1458,154.79,04-09-2023,,
O1913,Monitor,Accessories,West,7,2989,197.58,05-09-2023,,
O1914,Camera,Electronics,North,4,3424,845.68,06-09-2023,,
O1915,Mouse,Accessories,West,2,1226,124.25,06-09-2023,,
O1916,Laptop,Electronics,North,8,6760,1097.63,07-09-2023,,
O1917,Smartphone,Electronics,West,1,111,13.61,08-09-2023,,
O1918,Printer,Office,North,5,3275,222.29,09-09-2023,,
O1919,Headphones,Accessories,North,3,2508,498.69,09-09-2023,,
O1920,Keyboard,Accessories,South,8,904,202.35,10-09-2023,,
O1921,Printer,Office,West,3,1506,427.84,10-09-2023,,
O1922,Smartphone,Electronics,South,3,987,97.01,10-09-2023,,
O1923,Smartphone,Electronics,East,7,2968,728.94,10-09-2023,,
O1924,Mouse,Accessories,South,5,4200,746.86,10-09-2023,,
O1925,Smartwatch,Electronics,North,5,1645,313.66,11-09-2023,,
O1926,Printer,Office,East,3,3282,492.59,11-09-2023,,
O1927,Headphones,Accessories,East,9,4914,1160.45,11-09-2023,,
O1928,Laptop,Electronics,North,6,3924,762.96,11-09-2023,,
O1929,Headphones,Accessories,South,6,420,65.62,11-09-2023,,
O1930,Printer,Office,West,4,1544,106.02,12-09-2023,,
O1931,Headphones,Accessories,East,2,2046,233.47,12-09-2023,,
O1932,Headphones,Accessories,West,2,1548,157.48,12-09-2023,,
O1933,Keyboard,Accessories,North,4,3184,478.27,12-09-2023,,
O1934,Printer,Office,South,5,3385,774.86,12-09-2023,,
O1935,Monitor,Accessories,North,1,59,10.32,13-09-2023,,
O1936,Monitor,Accessories,South,8,5976,1016.99,13-09-2023,,
O1937,Mouse,Accessories,West,3,1791,122.5,13-09-2023,,
O1938,Smartwatch,Electronics,West,2,1644,189.32,13-09-2023,,
O1939,Tablet,Electronics,West,8,6584,544.62,13-09-2023,,
O1940,Headphones,Accessories,East,5,1620,325.87,13-09-2023,,
O1941,Mouse,Accessories,West,9,2736,407.22,13-09-2023,,
O1942,Monitor,Accessories,South,4,1064,274.47,14-09-2023,,
O1943,Camera,Electronics,South,7,2667,363.5,14-09-2023,,
O1944,Headphones,Accessories,South,3,735,217.79,14-09-2023,,
O1945,Laptop,Electronics,East,1,58,11.25,15-09-2023,,
O1946,Camera,Electronics,South,7,3136,850.3,15-09-2023,,
O1947,Mouse,Accessories,East,4,3936,374.34,15-09-2023,,
O1948,Smartphone,Electronics,East,9,6102,947.91,15-09-2023,,
O1949,Smartphone,Electronics,North,8,9408,552.44,16-09-2023,,
O1950,Mouse,Accessories,South,9,7875,1243.56,16-09-2023,,
O1951,Keyboard,Accessories,North,9,9900,576.8,16-09-2023,,
O1952,Keyboard,Accessories,North,2,430,114.91,16-09-2023,,
O1953,Mouse,Accessories,South,3,813,238.1,17-09-2023,,
O1954,Camera,Electronics,South,4,4176,980.11,17-09-2023,,
O1955,Camera,Electronics,South,4,3084,348.38,17-09-2023,,
O1956,Mouse,Accessories,West,7,8008,1593.65,18-09-2023,,
O1957,Smartwatch,Electronics,South,4,4608,963.5,18-09-2023,,
O1958,Headphones,Accessories,West,4,4356,614.62,18-09-2023,,
O1959,Printer,Office,South,1,566,169.17,18-09-2023,,
O1960,Laptop,Electronics,East,7,945,75.21,19-09-2023,,
O1961,Smartwatch,Electronics,North,4,2200,484.33,19-09-2023,,
O1962,Mouse,Accessories,North,1,746,131.25,19-09-2023,,
O1963,Monitor,Accessories,East,5,3505,678.18,20-09-2023,,
O1964,Monitor,Accessories,East,5,4795,819.12,20-09-2023,,
O1965,Monitor,Accessories,North,5,4590,650.05,20-09-2023,,
O1966,Monitor,Accessories,North,4,2092,467.02,20-09-2023,,
O1967,Mouse,Accessories,South,8,3568,334.13,20-09-2023,,
O1968,Smartphone,Electronics,West,9,10404,2028.21,20-09-2023,,
O1969,Printer,Office,South,9,7029,1005.58,21-09-2023,,
O1970,Laptop,Electronics,West,8,664,126.6,21-09-2023,,
O1971,Tablet,Electronics,West,3,1923,274,21-09-2023,,
O1972,Printer,Office,West,7,2471,566.51,21-09-2023,,
O1973,Smartphone,Electronics,North,2,258,64.12,21-09-2023,,
O1974,Smartwatch,Electronics,East,9,1134,267.26,22-09-2023,,
O1975,Headphones,Accessories,East,5,855,238.83,22-09-2023,,
O1976,Smartwatch,Electronics,West,9,3231,670.85,23-09-2023,,
O1977,Tablet,Electronics,South,7,3591,266.59,23-09-2023,,
O1978,Camera,Electronics,East,2,254,20.48,24-09-2023,,
O1979,Smartphone,Electronics,South,5,5930,1193.32,24-09-2023,,
O1980,Headphones,Accessories,West,2,1344,297.99,24-09-2023,,
O1981,Laptop,Electronics,East,1,920,98.31,24-09-2023,,
O1982,Printer,Office,North,9,5454,385.51,25-09-2023,,
O1983,Laptop,Electronics,West,8,9512,663.23,25-09-2023,,
O1984,Mouse,Accessories,North,4,2972,827.46,25-09-2023,,
O1985,Smartwatch,Electronics,West,3,3360,465.02,26-09-2023,,
O1986,Tablet,Electronics,West,4,1004,240.13,26-09-2023,,
O1987,Headphones,Accessories,West,2,1944,332.55,26-09-2023,,
O1988,Monitor,Accessories,East,5,5055,1200.09,26-09-2023,,
O1989,Smartwatch,Electronics,West,2,128,8.33,27-09-2023,,
O1990,Smartphone,Electronics,East,3,633,163.03,27-09-2023,,
O1991,Printer,Office,South,3,2523,506.7,29-09-2023,,
O1992,Printer,Office,West,1,196,39.6,29-09-2023,,
O1993,Printer,Office,East,9,4212,552.96,29-09-2023,,
O1994,Monitor,Accessories,North,1,63,17.29,30-09-2023,,
O1995,Mouse,Accessories,South,8,2752,394.66,30-09-2023,,
O1996,Mouse,Accessories,West,3,1989,419.61,01-10-2023,,
O1997,Laptop,Electronics,East,8,8032,466.19,01-10-2023,,
O1998,Tablet,Electronics,South,6,3702,407.34,01-10-2023,,
O1999,Smartwatch,Electronics,East,8,456,90.24,01-10-2023,,
O2000,Camera,Electronics,West,7,5355,1143.16,01-10-2023,,
O2001,Camera,Electronics,West,1,972,261.91,01-10-2023,,
O2002,Headphones,Accessories,South,5,3290,797.82,01-10-2023,,
O2003,Laptop,Electronics,East,1,735,139.31,01-10-2023,,
O2004,Tablet,Electronics,North,3,3336,798.26,01-10-2023,,
O2005,Keyboard,Accessories,West,3,2082,346.53,02-10-2023,,
O2006,Keyboard,Accessories,East,2,1340,129.89,02-10-2023,,
O2007,Laptop,Electronics,East,5,1160,227.13,02-10-2023,,
O2008,Monitor,Accessories,East,4,1272,299.84,03-10-2023,,
O2009,Printer,Office,West,3,2817,588.47,03-10-2023,,
O2010,Monitor,Accessories,East,3,1464,264.67,04-10-2023,,
O2011,Headphones,Accessories,West,1,307,60.51,04-10-2023,,
O2012,Tablet,Electronics,West,6,5706,1306.92,05-10-2023,,
O2013,Headphones,Accessories,North,1,1112,100.47,05-10-2023,,
O2014,Keyboard,Accessories,West,1,1147,133.48,05-10-2023,,
O2015,Laptop,Electronics,North,2,330,66.57,06-10-2023,,
O2016,Monitor,Accessories,North,4,2176,250.89,08-10-2023,,
O2017,Headphones,Accessories,South,7,7616,1317.79,08-10-2023,,
O2018,Printer,Office,North,1,1091,258.3,08-10-2023,,
O2019,Tablet,Electronics,East,2,1026,279.76,09-10-2023,,
O2020,Tablet,Electronics,West,2,210,42.04,09-10-2023,,
O2021,Printer,Office,North,2,180,10.78,09-10-2023,,
O2022,Tablet,Electronics,North,4,380,72.88,09-10-2023,,
O2023,Monitor,Accessories,West,8,7664,1580.55,09-10-2023,,
O2024,Smartphone,Electronics,East,8,6056,1029.9,09-10-2023,,
O2025,Mouse,Accessories,North,6,606,104.52,10-10-2023,,
O2026,Monitor,Accessories,North,3,750,193.86,10-10-2023,,
O2027,Printer,Office,East,2,1218,218.88,10-10-2023,,
O2028,Laptop,Electronics,West,2,2162,355.45,10-10-2023,,
O2029,Headphones,Accessories,East,9,2223,347.01,11-10-2023,,
O2030,Smartphone,Electronics,West,7,4452,920.05,11-10-2023,,
O2031,Printer,Office,West,1,184,50.19,12-10-2023,,
O2032,Headphones,Accessories,North,3,288,77.38,12-10-2023,,
O2033,Camera,Electronics,West,2,834,150.12,12-10-2023,,
O2034,Keyboard,Accessories,East,5,4025,923.17,12-10-2023,,
O2035,Headphones,Accessories,West,7,4732,1084.28,13-10-2023,,
O2036,Headphones,Accessories,West,5,4025,407.72,13-10-2023,,
O2037,Printer,Office,South,8,2416,500.93,13-10-2023,,
O2038,Tablet,Electronics,North,7,1897,524.69,13-10-2023,,
O2039,Mouse,Accessories,East,4,840,190.13,13-10-2023,,
O2040,Mouse,Accessories,North,8,6600,360.45,13-10-2023,,
O2041,Laptop,Electronics,West,2,2362,342.27,14-10-2023,,
O2042,Headphones,Accessories,South,6,2958,577.27,14-10-2023,,
O2043,Tablet,Electronics,East,1,477,56.49,14-10-2023,,
O2044,Keyboard,Accessories,North,3,942,84.8,14-10-2023,,
O2045,Camera,Electronics,East,2,2084,586.72,15-10-2023,,
O2046,Tablet,Electronics,West,6,4584,473.37,15-10-2023,,
O2047,Printer,Office,East,1,1118,319.28,16-10-2023,,
O2048,Mouse,Accessories,North,9,4005,652.15,17-10-2023,,
O2049,Smartwatch,Electronics,East,5,4610,1293.37,17-10-2023,,
O2050,Keyboard,Accessories,South,1,551,86.84,17-10-2023,,
O2051,Printer,Office,West,1,75,19.29,18-10-2023,,
O2052,Mouse,Accessories,South,6,6576,1899.67,18-10-2023,,
O2053,Printer,Office,North,6,6432,1410.52,19-10-2023,,
O2054,Headphones,Accessories,South,7,7763,1444.27,19-10-2023,,
O2055,Monitor,Accessories,East,7,2240,622.29,19-10-2023,,
O2056,Headphones,Accessories,East,6,5298,1209.88,19-10-2023,,
O2057,Smartwatch,Electronics,North,2,116,32.27,20-10-2023,,
O2058,Tablet,Electronics,East,8,6728,1140.19,20-10-2023,,
O2059,Monitor,Accessories,North,5,490,55.59,20-10-2023,,
O2060,Monitor,Accessories,North,7,2765,699.86,20-10-2023,,
O2061,Smartphone,Electronics,West,8,2680,598.97,22-10-2023,,
O2062,Camera,Electronics,East,2,2174,335.37,22-10-2023,,
O2063,Monitor,Accessories,North,9,5562,1258.12,23-10-2023,,
O2064,Smartphone,Electronics,East,8,9208,2595.33,23-10-2023,,
O2065,Smartphone,Electronics,West,4,4512,546.71,23-10-2023,,
O2066,Camera,Electronics,West,9,7974,1965.96,23-10-2023,,
O2067,Monitor,Accessories,East,6,4944,1335.04,24-10-2023,,
O2068,Printer,Office,South,3,1611,234.84,24-10-2023,,
O2069,Smartwatch,Electronics,West,9,4599,618.89,24-10-2023,,
O2070,Laptop,Electronics,East,6,4380,419.3,24-10-2023,,
O2071,Headphones,Accessories,South,2,2376,580.26,24-10-2023,,
O2072,Monitor,Accessories,South,9,6588,1800.9,24-10-2023,,
O2073,Mouse,Accessories,East,5,3745,720.08,25-10-2023,,
O2074,Camera,Electronics,North,5,5305,1389.25,25-10-2023,,
O2075,Tablet,Electronics,North,8,1608,332.12,25-10-2023,,
O2076,Monitor,Accessories,East,9,4977,745.81,26-10-2023,,
O2077,Smartphone,Electronics,East,7,4529,273.97,26-10-2023,,
O2078,Camera,Electronics,West,7,4690,319.42,26-10-2023,,
O2079,Keyboard,Accessories,East,4,2424,544.07,26-10-2023,,
O2080,Keyboard,Accessories,North,6,3594,610.77,27-10-2023,,
O2081,Keyboard,Accessories,North,7,3962,491.9,28-10-2023,,
O2082,Camera,Electronics,East,2,944,149.38,28-10-2023,,
O2083,Smartwatch,Electronics,West,6,6792,1787.97,29-10-2023,,
O2084,Tablet,Electronics,North,7,6804,1383.81,29-10-2023,,
O2085,Camera,Electronics,South,6,816,98.75,30-10-2023,,
O2086,Monitor,Accessories,North,6,5916,544.59,30-10-2023,,
O2087,Mouse,Accessories,South,5,5730,310.58,01-11-2023,,
O2088,Headphones,Accessories,East,7,8288,785.54,01-11-2023,,
O2089,Headphones,Accessories,South,2,2046,394.93,01-11-2023,,
O2090,Tablet,Electronics,East,9,5031,1149.48,02-11-2023,,
O2091,Keyboard,Accessories,South,9,1764,417.95,03-11-2023,,
O2092,Laptop,Electronics,South,8,1880,486.88,04-11-2023,,
O2093,Smartwatch,Electronics,West,2,200,10.45,04-11-2023,,
O2094,Mouse,Accessories,East,3,2688,476.77,04-11-2023,,
O2095,Laptop,Electronics,West,4,3216,213.81,04-11-2023,,
O2096,Camera,Electronics,East,8,8440,1504.18,04-11-2023,,
O2097,Tablet,Electronics,East,7,1582,208.42,05-11-2023,,
O2098,Laptop,Electronics,North,1,58,10.79,05-11-2023,,
O2099,Smartwatch,Electronics,West,8,608,163.18,05-11-2023,,
O2100,Smartphone,Electronics,North,3,183,41.82,05-11-2023,,
O2101,Monitor,Accessories,West,5,3105,744.26,06-11-2023,,
O2102,Monitor,Accessories,North,5,2450,485.18,06-11-2023,,
O2103,Laptop,Electronics,North,3,3024,622.29,06-11-2023,,
O2104,Printer,Office,East,4,3856,747.79,06-11-2023,,
O2105,Keyboard,Accessories,West,7,532,121.03,06-11-2023,,
O2106,Smartphone,Electronics,South,4,3152,307.62,07-11-2023,,
O2107,Monitor,Accessories,East,9,8586,1555.82,08-11-2023,,
O2108,Monitor,Accessories,South,2,1046,273.38,08-11-2023,,
O2109,Tablet,Electronics,West,4,3452,560.31,09-11-2023,,
O2110,Monitor,Accessories,West,4,2368,361.02,10-11-2023,,
O2111,Camera,Electronics,South,2,1924,422.25,10-11-2023,,
O2112,Laptop,Electronics,West,5,4580,1148.06,11-11-2023,,
O2113,Headphones,Accessories,East,5,3735,423.94,11-11-2023,,
O2114,Monitor,Accessories,North,4,2476,417.16,12-11-2023,,
O2115,Laptop,Electronics,South,2,162,16.51,12-11-2023,,
O2116,Printer,Office,West,3,258,38.03,12-11-2023,,
O2117,Keyboard,Accessories,East,4,3524,998.29,12-11-2023,,
O2118,Smartwatch,Electronics,South,8,6184,1796.9,12-11-2023,,
O2119,Monitor,Accessories,West,6,3750,645.69,13-11-2023,,
O2120,Mouse,Accessories,South,5,1465,424.64,13-11-2023,,
O2121,Camera,Electronics,North,4,4480,412.05,13-11-2023,,
O2122,Laptop,Electronics,North,8,1544,281.22,14-11-2023,,
O2123,Headphones,Accessories,North,9,7974,1181.04,15-11-2023,,
